ko_id,initial_num_seqs,num_groups,num_ungrouped,final_num_seqs,description,ec_numbers
K05551,145,12.0,10.0,21,Beta-ketoacyl synthase,[]
K12420,118,14.0,10.0,23,SDR family NAD(P)-dependent oxidoreductase,[]
K00234,479,49.0,51.0,99,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial-like",[]
K05552,150,15.0,18.0,32,Ketosynthase chain-length factor,[]
K05553,148,16.0,19.0,34,Oxytetracycline polyketide synthase acyl carrier protein,[]
K14629,3,,,3,Alcohol dehydrogenase GroES domain-containing protein,[]
K14626,7,1.0,7.0,7,SnoaL-like domain-containing protein,[]
K14250,32,2.0,0.0,2,Cyclase family protein,[]
K14630,10,1.0,10.0,10,Hydrolase,[]
K14632,10,1.0,10.0,10,ABM domain-containing protein,[]
K18118,898,80.0,79.0,158,Propionyl-CoA--succinate CoA transferase,[]
K03517,3478,261.0,391.0,651,Quinolinate synthase [EC:2.5.1.72],['2.5.1.72']
K19282,38,4.0,3.0,6,Citrate lyase beta subunit,[]
K07806,208,27.0,19.0,45,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase [EC:2.6.1.87],['2.6.1.87']
K14628,27,3.0,0.0,3,Enoyl reductase,[]
K14254,2,,,2,4-dedimethylamino-4-oxo-anhydrotetracycline transaminase OxyQ [EC:2.6.1.-],['2.6.1.-']
K14627,31,5.0,4.0,8,Uncharacterized protein,[]
K14255,5,,,5,Acetylserotonin O-methyltransferase,[]
K00244,354,34.0,24.0,57,Fumarate reductase flavoprotein subunit [EC:1.3.5.1],['1.3.5.1']
K00025,445,40.0,37.0,76,Malate dehydrogenase [EC:1.1.1.37],['1.1.1.37']
K00245,342,23.0,28.0,50,Fumarate reductase iron-sulfur subunit [EC:1.3.5.1],['1.3.5.1']
K00246,336,29.0,36.0,64,Fumarate reductase subunit C,[]
K00235,530,43.0,55.0,97,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial [EC:1.3.5.1]",['1.3.5.1']
K00247,334,32.0,25.0,56,Succinate dehydrogenase cytochrome b556 subunit,[]
K01055,2009,163.0,258.0,420,3-oxoadipate enol-lactonase,[]
K05556,55,6.0,0.0,6,Hydroxylacyl-CoA dehydrogenase,[]
K03887,205,21.0,17.0,37,Cytochrome b6,[]
K14252,19,2.0,0.0,2,Oxygenase,[]
K21301,3,,,3,,[]
K14256,7,1.0,7.0,7,FAD-binding domain-containing protein,[]
K15959,1,,,1,O-methyltransferase,[]
K03886,272,29.0,12.0,40,Rieske (2Fe-2S) domain-containing protein,[]
K15960,1,,,1,Glycosyltransferase,[]
K15961,1,,,1,Glycosyltransferase,[]
K14253,17,3.0,1.0,3,2-polyprenyl-6-methoxyphenol hydroxylase-like oxidoreductase,[]
K15964,1,,,1,Glycosyltransferase,[]
K03185,2002,169.0,230.0,398,2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-],['1.14.13.-']
K15965,1,,,1,Glycosyltransferase,[]
K15963,1,,,1,C-methyltransferase,[]
K15966,1,,,1,Oxygenase,[]
K00414,133,12.0,6.0,17,Mitochondrial-processing peptidase subunit beta,[]
K15967,1,,,1,Putative side chain reductase,[]
K15969,1,,,1,Tetracenomycin polyketide synthesis hydroxylase TcmH [EC:1.-.-.-],['1.-.-.-']
K15968,2,,,2,D-ring cyclase TcmI,[]
K15970,1,,,1,Tetracenomycin polyketide synthesis 8-O-methyl transferase TcmO [EC:2.1.1.-],['2.1.1.-']
K15971,2,,,2,Tetracenomycin polyketide synthesis O-methyltransferase TcmP [EC:2.1.1.-],['2.1.1.-']
K03888,225,19.0,16.0,34,Cytochrome c-551,[]
K00415,344,32.0,34.0,65,"Cytochrome b-c1 complex subunit 2, mitochondrial",[]
K00418,310,31.0,45.0,75,Cytochrome b-c1 complex subunit 8,[]
K00419,309,30.0,35.0,64,Complex III subunit 9,[]
K00416,435,39.0,29.0,67,Cytochrome b-c1 complex subunit 6,[]
K00867,1439,115.0,152.0,266,Pantothenate kinase [EC:2.7.1.33],['2.7.1.33']
K03890,616,56.0,53.0,108,Cytochrome bc1 complex Rieske iron-sulfur subunit,[]
K22501,11,2.0,0.0,2,Cytochrome bd-II oxidase subunit CbdX,[]
K00417,458,40.0,65.0,104,Cytochrome b-c1 complex subunit 7,[]
K00420,198,20.0,6.0,25,Cytochrome b-c1 complex subunit 10-like,[]
K03889,608,55.0,76.0,130,Cytochrome bc1 complex cytochrome c subunit [EC:7.1.1.8],['7.1.1.8']
K00033,4354,323.0,585.0,907,Decarboxylating 6-phosphogluconate dehydrogenase,[]
K03179,2658,213.0,332.0,544,Prenyltransferase,[]
K03891,750,74.0,88.0,161,Cytochrome bc1 complex cytochrome b subunit [EC:7.1.1.8],['7.1.1.8']
K03186,2523,192.0,331.0,522,Flavin prenyltransferase UbiX [EC:2.5.1.129],['2.5.1.129']
K00332,2564,197.0,296.0,492,NADH-quinone oxidoreductase [EC:7.1.1.-],['7.1.1.-']
K02256,375,34.0,42.0,75,Cytochrome c oxidase subunit 1 [EC:7.1.1.9],['7.1.1.9']
K02262,384,37.0,36.0,72,Cytochrome c oxidase subunit 3,[]
K02261,390,33.0,40.0,72,Cytochrome c oxidase subunit 2,[]
K00767,3965,316.0,595.0,910,nicotinate-nucleotide diphosphorylase (carboxylating) [EC:2.4.2.19],['2.4.2.19']
K01214,2675,209.0,330.0,538,Glycogen debranching enzyme GlgX,[]
K00174,2346,169.0,276.0,444,"2-oxoacid:ferredoxin oxidoreductase, alpha subunit",[]
K15944,12,2.0,0.0,2,Aklaviketone reductase DauE [EC:1.1.1.362],['1.1.1.362']
K19566,1,,,1,Elloramycin glycosyltransferase ElmGT [EC:2.4.1.331],['2.4.1.331']
K19567,1,,,1,8-demethyl-8-alpha-L-rhamnosyl tetracenomycin-C 2'-O-methyltransferase [EC:2.1.1.305],['2.1.1.305']
K19568,1,,,1,8-demethyl-8-(2-methoxy-alpha-L-rhamnosyl)-tetracenomycin-C 3'-O-methyltransferase [EC:2.1.1.306],['2.1.1.306']
K15972,4,,,4,Tetracenomycin B2 monooxygenase-dioxygenase [EC:1.14.13.200],['1.14.13.200']
K19570,1,,,1,S-adenosyl-L-methionine-dependent methyltransferase [EC:2.1.1.-],['2.1.1.-']
K19741,1,,,1,Putative N(omega)-hydroxy-L-arginine synthase DcsA,[]
K19723,1,,,1,N(omega)-hydroxy-L-arginine amidinohydrolase [EC:3.5.3.25],['3.5.3.25']
K15941,17,1.0,17.0,17,Antibiotic biosynthesis monooxygenase,[]
K15942,17,2.0,0.0,2,Methyltransferase domain-containing protein,[]
K19726,1,,,1,L-serine/homoserine O-acetyltransferase [EC:2.3.1.30],['2.3.1.30']
K19725,1,,,1,O-ureido-L-serine synthase [EC:2.6.99.3],['2.6.99.3']
K19724,1,,,1,O-ureido-serine racemase [EC:5.1.1.19],['5.1.1.19']
K19727,1,,,1,Cycloserine biosynthesis protein DcsG [EC:6.3.3.5],['6.3.3.5']
K19569,4,,,4,"8-demethyl-8-(2,3-dimethoxy-alpha-L-rhamnosyl)-tetracenomycin-C 4'-O-methyltransferase [EC:2.1.1.307]",['2.1.1.307']
K05554,121,16.0,8.0,23,Polyketide cyclase / dehydrase family protein,[]
K00026,920,73.0,118.0,190,Malate dehydrogenase [EC:1.1.1.37],['1.1.1.37']
K18281,2,,,2,Nonribosomal peptide synthetase 13 [EC:6.3.3.-],['6.3.3.-']
K14132,2,,,2,Tryprostatin B synthase [EC:2.5.1.106],['2.5.1.106']
K15943,17,2.0,0.0,2,Ester cyclase,[]
K18280,2,,,2,6-hydroxytryprostatin B O-methyltransferase [EC:2.1.1.293],['2.1.1.293']
K17827,2,,,2,Fumitremorgin C synthase [EC:1.14.19.71],['1.14.19.71']
K17475,3,,,3,Uncharacterized protein,[]
K18279,1,,,1,Verruculogen prenyltransferase [EC:2.5.1.107],['2.5.1.107']
K17826,2,,,2,Fumitremorgin C monooxygenase [EC:1.14.14.119],['1.14.14.119']
K14134,2,,,2,"12-alpha,13-alpha-dihydroxyfumitremorgin C prenyltransferase [EC:2.5.1.110]",['2.5.1.110']
K19835,1,,,1,Terpentedienyl-diphosphate synthase [EC:5.5.1.15],['5.5.1.15']
K19834,1,,,1,Terpentetriene synthase [EC:4.2.3.36],['4.2.3.36']
K17825,5,,,5,Verruculogen synthase [EC:1.14.11.38],['1.14.11.38']
K19884,1,,,1,Flavin-dependent L-tryptophan oxidase RebO [EC:1.4.3.23],['1.4.3.23']
K14631,56,2.0,0.0,2,Flavin reductase,[]
K19885,1,,,1,Dichlorochromopyrrolate synthase [EC:1.21.98.2],['1.21.98.2']
K19886,1,,,1,Putative FAD-monooxygenase,[]
K19887,1,,,1,Cytochrome P-450 RebP,[]
K19888,1,,,1,4'-demethylrebeccamycin synthase [EC:4.3.3.5],['4.3.3.5']
K01920,1994,150.0,199.0,348,Glutathione synthetase [EC:6.3.2.3],['6.3.2.3']
K19889,1,,,1,Demethylrebeccamycin-D-glucose O-methyltransferase [EC:2.1.1.164],['2.1.1.164']
K10011,230,21.0,13.0,33,Bifunctional polymyxin resistance protein ArnA [EC:2.1.2.13],['2.1.2.13']
K19549,16,2.0,0.0,2,Aminotransferase [EC:2.6.1.-],['2.6.1.-']
K19550,18,3.0,2.0,4,YwfH,[]
K13037,16,2.0,0.0,2,Alanine-anticapsin ligase [EC:6.3.2.28],['6.3.2.28']
K19548,23,2.0,0.0,2,3-oxoacyl-(Acyl-carrier protein) reductase,[]
K00333,2711,204.0,414.0,617,NADH-quinone oxidoreductase subunit D [EC:7.1.1.-],['7.1.1.-']
K00041,636,58.0,67.0,124,Tagaturonate reductase,[]
K00969,4168,296.0,556.0,851,Probable nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18],['2.7.7.18']
K13542,1116,88.0,113.0,200,uroporphyrinogen-III C-methyltransferase [EC:2.1.1.107],['2.1.1.107']
K00230,894,64.0,89.0,152,Protoporphyrinogen IX dehydrogenase [quinone] [EC:1.3.5.3],['1.3.5.3']
K03183,3676,275.0,444.0,718,"Bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE [EC:2.1.1.163]",['2.1.1.163']
K09458,7544,562.0,1124.0,1685,3-oxoacyl-[acyl-carrier-protein] synthase 2 [EC:2.3.1.179],['2.3.1.179']
K01835,3682,284.0,472.0,755,,[]
K19546,24,2.0,0.0,2,,[]
K13312,4,,,4,"dTDP-4-dehydrorhamnose 3,5-epimerase family protein",[]
K19547,27,2.0,0.0,2,Cupin 2 conserved barrel domain-containing protein,[]
K13313,7,1.0,7.0,7,Epimerase,[]
K19855,5,,,5,"dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]",['5.1.3.13']
K19853,1,,,1,Putative NDP-hexose isomerase,[]
K19981,33,4.0,0.0,4,PrnB,[]
K12710,6,1.0,6.0,6,C-methyltransferase,[]
K00336,2745,210.0,277.0,486,NADH-quinone oxidoreductase [EC:7.1.1.-],['7.1.1.-']
K17625,4,,,4,dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133],['1.1.1.133']
K19854,2,,,2,Putative NDP-hexose aminotransferase,[]
K14251,84,6.0,9.0,14,Methyltransferase,[]
K13307,6,1.0,6.0,6,Methyltransferase type 11,[]
K19982,36,2.0,0.0,2,Rieske (2Fe-2S) domain protein,[]
K13326,2,,,2,"Daunosaminyl-N,N-dimethyltransferase",[]
K13309,10,1.0,10.0,10,"dTDP-4-amino-4,6-dideoxy-D-glucose ammonia-lyase [EC:4.3.1.30]",['4.3.1.30']
K02263,476,37.0,45.0,81,Cytochrome c oxidase subunit 4,[]
K13310,10,1.0,10.0,10,Erythromycin biosynthesis sensory transduction protein EryC1,[]
K13308,15,2.0,0.0,2,Deoxyhexose dehydratase,[]
K13317,13,2.0,0.0,2,Methyltransferase domain-containing protein,[]
K02264,325,27.0,21.0,47,"Cytochrome c oxidase subunit 5A, mitochondrial",[]
K02268,206,20.0,30.0,49,Cytochrome c oxidase subunit 6C,[]
K00424,624,56.0,61.0,116,Cyd operon protein YbgT,[]
K02271,184,17.0,15.0,31,"Cytochrome c oxidase subunit 7B2, mitochondrial",[]
K02265,518,44.0,31.0,74,"Cytochrome c oxidase subunit 5B, mitochondrial-like",[]
K01919,2668,210.0,360.0,569,Glutamate--cysteine ligase [EC:6.3.2.2],['6.3.2.2']
K01685,647,55.0,74.0,128,Altronate hydrolase,[]
K13318,7,1.0,7.0,7,NAD-dependent epimerase/dehydratase,[]
K13311,28,4.0,1.0,4,Methyltransferase domain-containing protein,[]
K19857,1,,,1,dTDP-4-keto-6-deoxy-L-hexose 4-reductase,[]
K13322,2,,,2,Putative NAD-dependent epimerase/dehydratase,[]
K19856,8,1.0,8.0,8,dTDP-6-deoxy-L-hexose 3-O-methyltransferase,[]
K01579,2446,190.0,323.0,512,Aspartate 1-decarboxylase [EC:4.1.1.11],['4.1.1.11']
K02225,689,59.0,84.0,142,threonine-phosphate decarboxylase [EC:4.1.1.81],['4.1.1.81']
K00334,2842,217.0,385.0,601,NADH-quinone oxidoreductase subunit E,[]
K02266,522,47.0,53.0,99,Cytochrome c oxidase subunit,[]
K02273,198,21.0,18.0,38,"Cytochrome c oxidase subunit 8B, mitochondrial-like",[]
K22316,484,34.0,38.0,71,Bifunctional RNase H/acid phosphatase,[]
K00036,4762,365.0,643.0,1007,Glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49],['1.1.1.49']
K13788,1509,125.0,161.0,285,Phosphate acetyltransferase [EC:2.3.1.8],['2.3.1.8']
K03525,3045,263.0,446.0,708,Type III pantothenate kinase [EC:2.7.1.33],['2.7.1.33']
K19858,1,,,1,"Probable dTDP-4-oxo-2,6-dideoxy-D-glucose 3,5-epimerase [EC:5.1.3.-]",['5.1.3.-']
K13319,1,,,1,"Probable dTDP-4,6-dihydroxy-2-methyloxan-3-one 4-ketoreductase [EC:1.1.1.-]",['1.1.1.-']
K13316,28,2.0,0.0,2,"dTDP-4-dehydrorhamnose 3,5-epimerase",[]
K13329,6,1.0,6.0,6,Putative NDP-hexose aminotransferase,[]
K19859,1,,,1,NDP-hexose 4-ketoreductase,[]
K14729,131,10.0,27.0,36,Short chain dehydrogenase,[]
K13330,4,,,4,SAM-dependent methyltransferase,[]
K13332,1,,,1,N-methyltransferase,[]
K20075,6,1.0,6.0,6,L-amino acid oxidase,[]
K20076,7,1.0,7.0,7,Oxygen-dependent dichlorochromopyrrolate synthase [EC:1.21.98.2],['1.21.98.2']
K20077,6,1.0,6.0,6,Monooxygenase,[]
K07511,325,34.0,28.0,61,"Enoyl-CoA hydratase, mitochondrial",[]
K13315,51,7.0,2.0,8,"dTDP-4-keto-6-deoxy-L-hexose 2, 3-reductase",[]
K00412,1834,145.0,237.0,381,Cytochrome b,[]
K20078,7,1.0,7.0,7,Cytochrome P450,[]
K20080,5,,,5,Cytochrome P450,[]
K20079,7,1.0,7.0,7,Glycosyl transferase,[]
K02272,280,30.0,34.0,63,"Polypedptide VIIC, cytochrome c oxidase",[]
K20081,5,,,5,Methyltransferase,[]
K20082,9,1.0,9.0,9,Methyltransferase,[]
K02169,1710,141.0,154.0,294,Methyltransferase domain-containing protein,[]
K20086,13,2.0,0.0,2,VioA-tryptophan 2-monooxygenase,[]
K20087,13,2.0,0.0,2,2-imino-3-(indol-3-yl)propanoate dimerase [EC:1.21.98.-],['1.21.98.-']
K19818,4,,,4,Xanthine dehydrogenase iron-sulfur subunit,[]
K13328,43,7.0,4.0,10,Lipopolysaccharide biosynthesis protein RfbH,[]
K19819,3,,,3,(2Fe-2S)-binding domain protein,[]
K00175,2321,175.0,230.0,404,2-oxoacid:ferredoxin oxidoreductase subunit beta,[]
K19820,3,,,3,Nicotine dehydrogenase [EC:1.5.99.4],['1.5.99.4']
K19890,1,,,1,6-hydroxy-D-nicotine oxidase,[]
K20088,14,2.0,0.0,2,Violacein biosynthesis protein VioE,[]
K19826,3,,,3,Putative 6-hydroxy-L-nicotine oxidase [EC:1.5.3.5],['1.5.3.5']
K20089,12,2.0,0.0,2,Tryptophan hydroxylase,[]
K19186,4,,,4,(2Fe-2S)-binding domain protein,[]
K20090,14,1.0,14.0,14,Monooxygenase,[]
K19187,3,,,3,"Xanthine dehydrogenase, molybdenum binding subunit apoprotein [EC:1.17.1.4]",['1.17.1.4']
K19188,3,,,3,"2,6-dihydropseudooxynicotine hydrolase [EC:3.7.1.19]",['3.7.1.19']
K20155,2,,,2,Monoamine oxidase-like protein,[]
K20170,2,,,2,Putative nicotine oxidoreductase,[]
K00231,1904,149.0,257.0,405,Coproporphyrinogen III oxidase [EC:1.3.3.15],['1.3.3.15']
K16436,97,4.0,0.0,4,DegT/DnrJ/EryC1/StrS family aminotransferase,[]
K19563,33,2.0,0.0,2,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62],['2.6.1.62']
K19185,9,1.0,9.0,9,6-hydroxypseudooxynicotine dehydrogenase complex subunit alpha [EC:1.5.99.14],['1.5.99.14']
K20171,3,,,3,"Aldehyde oxidAse and xanthine dehydrogenase, a/b hammerhead:Aldehyde oxidase and xanthine dehydrogenase, molybdopterin binding protein",[]
K20169,5,,,5,Nicotine amine oxidase [EC:1.5.3.-],['1.5.3.-']
K20158,2,,,2,Pseudooxynicotine dehydrogenase [EC:1.4.2.3],['1.4.2.3']
K20172,1,,,1,Ferredoxin:(2Fe-2S)-binding:carbon monoxide dehydrogenase subunit G,[]
K19700,4,,,4,Aldehyde dehydrogenase,[]
K15359,2,,,2,6-hydroxy-3-succinoylpyridine hydroxylase NicB,[]
K18276,1,,,1,Para-nitrophenol 4-monooxygenase,[]
K20426,9,1.0,9.0,9,Aminoglycoside phosphotransferase domain-containing protein,[]
K14257,143,15.0,22.0,36,Halogenase,[]
K20425,15,2.0,0.0,2,SDR family NAD(P)-dependent oxidoreductase,[]
K16438,91,10.0,1.0,10,"dTDP-4-dehydrorhamnose 3,5-epimerase",[]
K20431,3,,,3,Glyoxalase,[]
K19974,19,3.0,0.0,3,Xylose isomerase-like TIM barrel domain-containing protein,[]
K20432,4,,,4,Dehydrogenase,[]
K08973,2005,158.0,254.0,411,Protoporphyrinogen IX oxidase [EC:1.3.99.-],['1.3.99.-']
K19979,23,2.0,0.0,2,ROK family protein,[]
K20424,24,4.0,3.0,6,Alcohol dehydrogenase,[]
K20435,5,,,5,Aspartate aminotransferase family protein,[]
K20434,7,1.0,7.0,7,Alcohol dehydrogenase GroES-like protein,[]
K20433,8,1.0,8.0,8,ROK family protein,[]
K20430,12,2.0,0.0,2,Glycogen synthase [EC:2.4.1.21],['2.4.1.21']
K20438,2,,,2,Glycosyltransferase,[]
K20436,6,1.0,6.0,6,Validamine 7-phosphate valienyltransferase [EC:2.5.1.135],['2.5.1.135']
K20437,5,,,5,HAD family phosphatase,[]
K20427,18,2.0,0.0,2,"Putative 1-epi-valienol-1,7-bisphosphate-1-adenylyltransferase",[]
K18056,7,1.0,7.0,7,1-deoxypentalenic acid 11-beta-hydroxylase [EC:1.14.11.35],['1.14.11.35']
K17747,7,1.0,7.0,7,Oxidoreductase,[]
K19562,142,8.0,0.0,8,Uncharacterized protein,[]
K10012,375,37.0,38.0,74,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase [EC:2.4.2.53],['2.4.2.53']
K18057,7,1.0,7.0,7,TauD/TfdA family dioxygenase,[]
K21175,2,,,2,Aminodeoxychorismate/anthranilate synthase component II,[]
K00335,3054,238.0,398.0,635,NADH-quinone oxidoreductase subunit F [EC:7.1.1.-],['7.1.1.-']
K20159,2,,,2,Aminodeoxychorismate synthase component I,[]
K17476,7,1.0,7.0,7,Cytochrome P450,[]
K18091,10,1.0,10.0,10,Monooxygenase,[]
K21176,2,,,2,CoF synthetase,[]
K02270,408,34.0,53.0,86,"Cytochrome c oxidase subunit 7A1, mitochondrial",[]
K12250,13,2.0,0.0,2,Terpene synthase [EC:4.2.3.-],['4.2.3.-']
K21177,2,,,2,Cytochrome P450,[]
K20156,3,,,3,Flavodoxin family protein,[]
K21179,2,,,2,Phenylacetate--CoA ligase,[]
K15907,15,2.0,0.0,2,Cytochrome P450,[]
K21178,6,1.0,6.0,6,Methyltransferase,[]
K02267,625,59.0,59.0,117,Cytochrome c oxidase subunit,[]
K21191,4,,,4,CoA ligase,[]
K21192,4,,,4,O-methyltransferase,[]
K21188,9,1.0,9.0,9,Aminotransferase class III,[]
K21182,12,1.0,12.0,12,Linear gramicidin synthase subunit D,[]
K13014,391,39.0,36.0,74,Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD,[]
K20422,7,1.0,7.0,7,Type I polyketide synthase,[]
K21181,16,1.0,16.0,16,"Tyrosine 2,3-aminomutase [EC:4.3.1.3]",['4.3.1.3']
K20423,11,1.0,11.0,11,Adenylate ligase,[]
K21184,23,2.0,0.0,2,Pyoverdin chromophore biosynthetic protein pvcC,[]
K13327,124,12.0,2.0,13,Oxidoreductase domain protein,[]
K19969,67,6.0,1.0,6,2-epi-5-epi-valiolone synthase [EC:4.2.3.152],['4.2.3.152']
K21103,7,1.0,7.0,7,Methyltransferase,[]
K21297,44,2.0,0.0,2,NADH-FMN oxidoreductase,[]
K16435,181,16.0,18.0,33,"NDP-hexose 2,3-dehydratase",[]
K23987,202,18.0,26.0,43,dTDP-4-dehydrorhamnose reductase,[]
K20262,41,2.0,0.0,2,Pyridoxamine 5'-phosphate oxidase,[]
K01918,3659,287.0,466.0,752,Pantothenate synthetase [EC:6.3.2.1],['6.3.2.1']
K15320,64,2.0,0.0,2,Phthiocerol synthesis polyketide synthase type I PpsA,[]
K20260,53,7.0,8.0,14,Probable phenazine biosynthesis protein,[]
K22012,47,6.0,7.0,12,"Cobyrinate a,c-diamide synthase [EC:6.3.5.11]",['6.3.5.11']
K21780,21,2.0,0.0,2,Amino acid adenylation domain-containing protein,[]
K20421,88,7.0,2.0,8,Methyltransferase,[]
K21781,23,3.0,4.0,6,Acyl carrier protein,[]
K21782,17,1.0,17.0,17,Acyl-CoA dehydrogenase family protein,[]
K20261,93,8.0,12.0,19,Isochorismatase,[]
K21783,21,2.0,0.0,2,Ketosynthase family 3 (KS3) domain-containing protein,[]
K21428,8,1.0,8.0,8,Biosynthesis protein PigD,[]
K21610,60,2.0,0.0,2,Nitrogenase iron protein [EC:1.18.6.1],['1.18.6.1']
K21778,9,1.0,9.0,9,Aminotransferase PigE [EC:2.6.1.-],['2.6.1.-']
K21784,21,2.0,0.0,2,7-keto-8-aminopelargonate synthetase,[]
K21785,22,1.0,22.0,22,Nitroreductase,[]
K21793,1,,,1,Oxidoreductase,[]
K21779,8,1.0,8.0,8,Oxidoreductase PigB,[]
K21791,8,1.0,8.0,8,Thioesterase,[]
K21792,7,1.0,7.0,7,Uncharacterized protein,[]
K21786,24,2.0,0.0,2,Methyltransferase,[]
K22100,8,1.0,8.0,8,N-(5'-phosphoribosyl)anthranilate isomerase [EC:5.3.1.24],['5.3.1.24']
K22099,13,1.0,13.0,13,"F420-0--gamma-glutamyl ligase,putative folate metabolism gamma-glutamate ligase,F420-0:Gamma-glutamyl ligase",[]
K22101,14,1.0,14.0,14,6-pyruvoyltetrahydropterin synthase [EC:4.2.3.12],['4.2.3.12']
K00228,2520,197.0,331.0,527,Oxygen-dependent coproporphyrinogen oxidase [EC:1.3.3.3],['1.3.3.3']
K21787,25,3.0,5.0,7,Phosphoenolpyruvate synthase,[]
K22011,99,7.0,7.0,13,Cobalamin (Vitamin B12) biosynthesis CbiX protein,[]
K17745,14,1.0,14.0,14,Short-chain dehydrogenase/reductase SDR,[]
K21611,98,9.0,8.0,16,"Ni-sirohydrochlorin a,c-diamide reductive cyclase catalytic subunit",[]
K02226,1620,144.0,188.0,331,Alpha-ribazole phosphatase,[]
K01799,1121,98.0,123.0,220,Ectoine utilization protein EutA,[]
K05555,433,39.0,31.0,69,Beta-lactamase class B,[]
K21612,98,4.0,2.0,5,UDP-N-acetylmuramyl pentapeptide synthase,[]
K02495,2568,214.0,315.0,528,Coproporphyrinogen-III oxidase [EC:1.3.98.3],['1.3.98.3']
K00703,3113,232.0,399.0,630,"Starch synthase, chloroplastic/amyloplastic [EC:2.4.1.-]",['2.4.1.-']
K00589,108,12.0,9.0,20,precorrin-2 dehydrogenase [EC:1.3.1.76],['1.3.1.76']
K07173,1210,102.0,121.0,222,S-ribosylhomocysteine lyase [EC:4.4.1.21],['4.4.1.21']
K12373,3516,269.0,468.0,736,"Glycoside hydrolase, family 20, catalytic core",[]
K00164,3134,226.0,327.0,552,oxoglutarate dehydrogenase (succinyl-transferring) [EC:1.2.4.2],['1.2.4.2']
K02304,115,12.0,12.0,23,precorrin-2 dehydrogenase [EC:1.3.1.76],['1.3.1.76']
K09460,1,,,1,Anthranilate-CoA ligase,[]
K00606,4093,318.0,534.0,851,3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11],['2.1.2.11']
K23146,210,21.0,19.0,39,3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31],['1.1.1.31']
K09065,124,8.0,4.0,11,N-acetylornithine carbamoyltransferase [EC:2.1.3.9],['2.1.3.9']
K14245,1,,,1,Beta-ketoacyl-ACP synthase II,[]
K14246,1,,,1,Beta-ketoacyl-CLF synthase II,[]
K22798,1,,,1,Anthranilate-CoA-ACP transferase,[]
K22799,1,,,1,Prenyltransferase,[]
K22800,1,,,1,Predicted Rieske-[2Fe-2s]-domain protein,[]
K21272,1,,,1,Aurachin C monooxygenase/isomerase [EC:1.14.13.222],['1.14.13.222']
K21271,1,,,1,Aurachin B dehydrogenase [EC:1.1.1.394],['1.1.1.394']
K22801,1,,,1,FAD-dependent monooxygenase,[]
K12447,110,9.0,6.0,14,UDP-n-acteylglucosamine pyrophosphorylase,[]
K22802,1,,,1,Putative epoxide hydrolase,[]
K14756,85,6.0,4.0,9,Klotho [EC:3.2.1.31],['3.2.1.31']
K16190,142,11.0,5.0,15,GHMP kinase N-terminal domain-containing protein,[]
K13063,290,26.0,25.0,50,Phenazine-specific anthranilate synthase,[]
K00413,1946,163.0,297.0,459,Cytochrome c domain-containing protein,[]
K25033,86,2.0,0.0,2,Heme-binding protein,[]
K00072,233,20.0,12.0,31,Sepiapterin reductase [EC:1.1.1.153],['1.1.1.153']
K20940,341,33.0,27.0,59,Monooxygenase FAD-binding protein,[]
K00330,2971,246.0,345.0,590,NADH-quinone oxidoreductase subunit [EC:7.1.1.-],['7.1.1.-']
K20420,380,35.0,35.0,69,Cytochrome P450,[]
K18689,7,1.0,7.0,7,Mevalonate pyrophosphate decarboxylase,[]
K18690,7,1.0,7.0,7,2-phosphoglycerate kinase,[]
K17942,91,9.0,1.0,9,Diphosphomevalonate decarboxylase,[]
K22813,8,1.0,8.0,8,"Mevalonate 3,5-bisphosphate decarboxylase [EC:4.1.1.110]",['4.1.1.110']
K03794,289,31.0,25.0,55,"Sirohydrochlorin ferrochelatase, putative [EC:4.99.1.3]",['4.99.1.3']
K22226,369,33.0,27.0,59,Radical SAM superfamily enzyme,[]
K25517,223,21.0,37.0,57,Aconitase X catalytic domain-containing protein,[]
K09128,212,20.0,19.0,38,UPF0107 protein FH039_05850,[]
K00331,2885,226.0,342.0,567,NADH-quinone oxidoreductase subunit B [EC:7.1.1.-],['7.1.1.-']
K02232,2532,204.0,365.0,568,Cobyric acid synthase,[]
K25518,221,17.0,13.0,29,UbiD family decarboxylase,[]
K02260,338,34.0,56.0,89,,[]
K16153,43,7.0,2.0,8,Glycogen phosphorylase [EC:2.4.1.1],['2.4.1.1']
K03472,518,44.0,72.0,115,D-erythrose-4-phosphate dehydrogenase [EC:1.2.1.72],['1.2.1.72']
